athlete,title,description,url,publish_date
Jacob Eason,Seattle Seahawks claim QB Jacob Eason off waivers with Russell Wilson still on IR,The Seahawks have claimed QB Jacob Eason off waivers from the Colts.,https://www.espn.com/nfl/story/_/id/32440491/seattle-seahawks-claim-qb-jacob-eason-waivers-russell-wilson-ir,2021-10-20T21:45:00Z
Jacob Eason,Seahawks claim ex-Colts QB Jacob Eason off waivers,"RENTON, Wash. (AP) — The Seattle Seahawks claimed Jacob Eason off waivers on Wednesday, adding another quarterback to the roster while Russell Wilson ...",https://www.thestar.com/sports/football/2021/10/20/seahawks-claim-ex-colts-qb-jacob-eason-off-waivers.html,2021-10-20T07:00:00Z
Jacob Eason,From No. 2 QB to cut in 7 weeks: Why Jacob Eason didn't last with the Colts,"Frank Reich had expressed confidence in the second-year quarterback, but that clearly eroded quickly as the season progressed.",https://theathletic.com/2903491/2021/10/20/from-no-2-qb-to-cut-in-7-weeks-why-jacob-eason-didnt-last-with-the-colts/,2021-10-20T04:00:00Z
Jacob Eason,"Colts part ways with quarterback Jacob Eason, a fourth-round pick of Indianapolis in 2020",Rookie Sam Ehlinger was activated off injured reserve,https://www.cbssports.com/nfl/news/colts-part-ways-with-quarterback-jacob-eason-a-fourth-round-pick-of-indianapolis-in-2020/,2021-10-19T20:26:07Z
Jacob Eason,"Colts put Campbell on injured reserve, release Eason","INDIANAPOLIS (AP) — The Indianapolis Colts made a change in their quarterback pecking order Tuesday, waiving Jacob Eason after activating rookie Sam E...",https://www.thestar.com/sports/football/2021/10/19/colts-put-campbell-on-injured-reserve-release-eason.html,2021-10-19T07:00:00Z
Jacob Eason,Carson Wentz dealing with sprains in both ankles; Frank Reich mum on whether Colts QB will face Titans,Jacob Eason would start if Wentz is inactive for Sunday's game,https://www.cbssports.com/nfl/news/carson-wentz-dealing-with-sprains-in-both-ankles-frank-reich-mum-on-whether-colts-qb-will-face-titans/,2021-09-20T20:36:23Z
Jacob Eason,Colts' Carson Wentz Suffers Ankle Injury vs. Rams; Severity to Be Determined,Indianapolis Colts quarterback Carson Wentz left Sunday's game against the Los Angeles Rams with an ankle injury and was replaced by Jacob Eason...,https://bleacherreport.com/articles/2947595-carson-wentz-exits-for-colts-after-leg-injury-vs-rams-jacob-eason-replaces,2021-09-19T19:56:45Z
Kenley Jansen,"Masataka Yoshida, Kenley Jansen help Red Sox stave off Royals in series-clinching win",Yoshida went 2 for 5 with 3 RBIs and a solo home run in the third inning and Jansen struck out Bobby Witt Jr. to close out the series-clinching 6-5 victory with a 1-2-3 ninth inning.,https://www.bostonglobe.com/2024/08/06/sports/masataka-yoshida-kenley-jansen-help-red-sox-stave-off-royals-series-clinching-win/,2024-08-06T04:00:00Z
Kenley Jansen,Red Sox ‘smart enough' to know trade-deadline needs,"Red Sox closer Kenley Jansen stressed that Craig Breslow and the team's top brass are ""smart enough to know"" what to do at the deadline.",https://www.boston.com/sports/boston-red-sox/2024/07/10/boston-red-sox-trade-deadline-rumors-kenley-jansen/,2024-07-10T23:51:40Z
Kenley Jansen,"Red Sox closer Kenley Jansen, a free agent after the season, is ‘committed to this team and having success’","Jansen wants to play as long as he can, but he knows closers have an expiration date.",https://www.bostonglobe.com/2024/04/20/sports/red-sox-closer-kenley-jansen-free-agent-after-season-is-committed-this-team-having-success/,2024-04-20T04:00:00Z
Kenley Jansen,Kenley Jansen’s first blown save of the year helps lead to another loss to the Guardians,"Kenley Jansen — who converted his first four save chances despite four walks, a hit batter, and a single — finally squandered one, after the Red Sox had earlier erased a four-run deficit with their biggest inning of the season.",https://www.bostonglobe.com/2024/04/16/sports/red-sox-guardians/,2024-04-16T04:00:00Z
Kenley Jansen,Red Sox's Kenley Jansen says slick baseballs hard to control,"Red Sox reliever Kenley Jansen said the baseballs used in games this season are ""getting worse"" and that sometimes he isn't sure ""where the ball's going.""",https://www.espn.com/mlb/story/_/id/39944171/red-sox-kenley-jansen-says-slick-baseballs-hard-control,2024-04-14T23:14:00Z
Kenley Jansen,Red Sox's Kenley Jansen becomes second notable MLB pitcher to criticize ball quality: 'It's just brutal',Jansen also said he's heard similar complaints from his Boston teammates,https://www.cbssports.com/mlb/news/red-soxs-kenley-jansen-becomes-second-notable-mlb-pitcher-to-criticize-ball-quality-its-just-brutal/,2024-04-14T22:25:51Z
Kenley Jansen,Red Sox closer Kenley Jansen struggling with the grip of the baseball,"The 36-year-old, who moved into a tie for fifth place all-time in saves Sunday, does not like the grip of this year's baseballs.",https://www.bostonglobe.com/2024/04/14/sports/kenley-jansen-red-sox/,2024-04-14T04:00:00Z
Kenley Jansen,"Kenley Jansen, Red Sox hang on to beat Angels as Tyler O'Neill hits seventh home run",Tyler O'Neill hit his American League-leading seventh homer as Boston also got round-trippers from Triston Casas and Masataka Yoshida.,https://www.bostonglobe.com/2024/04/14/sports/red-sox-angels-brayan-bello/,2024-04-14T04:00:00Z
Kenley Jansen,Kenley Jansen ties Billy Wagner for the sixth most saves in MLB history,"Jansen, 36, needs two more saves to match John Franco (424) for fifth all-time, and if he stays healthy he’ll have a good shot at surpassing Francisco Rodriguez (437) to move into fourth.",https://www.bostonglobe.com/2024/04/03/sports/kenley-jansen-billy-wagner-career-saves/,2024-04-03T04:00:00Z
Kenley Jansen,Why Kenley Jansen didn't pitch in Red Sox' loss to Mariners,The Red Sox' All-Star closer wasn't called upon in his usual spot as he was dealing with a back injury. Read more on Boston.com.,https://www.boston.com/sports/boston-red-sox/2024/03/31/alex-cora-kenley-jansen-injury-red-sox-mariners/,2024-03-31T14:04:00Z
Brian Scalabrine,Scalabrine backs claim that Celtics don't welcome Kendrick Perkins,"Brian Scalabrine defended his claim that Kendrick Perkins doesn't have a ""open-arms"" policy with the Celtics.",https://www.boston.com/sports/boston-celtics/2024/06/26/brian-scalabrine-nba-kendrick-perkins-boston-celtics-basketballbeef/,2024-06-27T02:01:55Z
Brian Scalabrine,Kendrick Perkins allegedly banned from Celtics parade as ugly feud erupts,Brian Scalabrine said that former Celtics teammate Kendrick Perkins was not invited to the team's 2024 NBA championship parade in Boston.,https://nypost.com/2024/06/25/sports/kendrick-perkins-allegedly-banned-from-celtics-parade-as-ugly-feud-erupts/,2024-06-25T18:21:17Z
Brian Scalabrine,Kendrick Perkins calls Scalabrine a ‘coward’ amid parade drama,"Kendrick Perkins had harsh words for Brian Scalabrine after the latter said that the Celtics don't have an ""open-arms"" policy for Perkins.",https://www.boston.com/sports/boston-celtics/2024/06/24/boston-celtics-brian-kendrick-brian-scalabrine-parade-nba-champions/,2024-06-25T02:40:09Z
Brian Scalabrine,Celtics’ Broadcaster Calls Out Heat for ‘Shady’ Late Foul on Jayson Tatum,Former Celtic Brian Scalabrine didn’t like how the Heat handled the final minute of action.,https://www.givemesport.com/celtics-jayson-tatum-caleb-martin-foul-brian-scalabrine/,2024-04-22T14:14:35Z
Brian Scalabrine,"Mazzulla, Scalabrine react to Caleb Martin’s ‘dirty’ foul on Tatum","Brian Scalabrine called Caleb Martin's foul on Jayson Tatum a ""dirty"" play following the Celtics' Game 1 win over the Miami Heat.",https://www.boston.com/sports/boston-celtics/2024/04/21/joe-mazzulla-brian-scalabrine-jayson-tatum-caleb-martin-nba-basketball/,2024-04-21T23:03:02Z
Brian Scalabrine,Charles Barkley not a fan of Joe Mazzulla trying to block a shot,Former Celtics Brian Scalabrine and Eddie House supported Joe Mazzulla trying to block a shot. Charles Barkley wasn't a fan.,https://www.boston.com/sports/morning-sports-update/2024/03/15/joe-mazzulla-block-shot-attempt-charles-barkley-celtics/,2024-03-15T14:38:19Z
Brian Scalabrine,Celtics broadcaster Drew Carter is making a name for himself,"Carter already has command of the flow of the game, and — this is crucial — gives it right back to Brian Scalabrine when Scal gives him a hard time.",https://www.bostonglobe.com/2023/11/18/sports/celtics-broadcast-drew-carter/,2023-11-18T05:00:00Z
Brian Scalabrine,"Brian Scalabrine, Eddie House on Celtics' Game 5 Loss: ‘Zero Resistance' Vs. Sixers","Brian Scalabrine and Eddie House share their instant reactions to the Celtics’ crushing Game 5 loss to the Sixers, which puts them on the brink of elimination...",https://www.nbcboston.com/news/sports/nbcsports/brian-scalabrine-eddie-house-on-celtics-game-5-loss-zero-resistance-vs-sixers/3041666/,2023-05-09T23:15:00Z
Brian Scalabrine,How Tom Thibodeau helped create the Jimmy Butler monster that Knicks now must stop,"Brian Scalabrine was summoned to Tom Thibodeau’s office in 2012, and the coach was fuming about a spot on ESPN Radio in Chicago.",https://www.nydailynews.com/sports/basketball/knicks/ny-tom-thibodeau-jimmy-butler-heat-playoffs-20230429-o22vgs4ac5edrbd23kcan5kzrm-story.html,2023-04-29T19:28:52Z
Brian Scalabrine,Having Brian Scalabrine and Eddie House on Friday’s Celtics broadcast was a fine call,"NBC Sports Boston considered bringing in an outside broadcaster, but in the end, the familiarity was helpful for viewers, Chad Finn wrote in his weekly sports media column.",https://www.boston.com/sports/boston-celtics/2023/04/22/nbc-sports-boston-brian-scalabrine-eddie-house-announcers-celtics-hawks-game-3-4/,2023-04-22T18:00:53Z
Danny Ainge,How keeping Lauri Markkanen is a bet on a plan the Jazz and Danny Ainge haven't revealed yet,The Jazz chose certainty over risk in re-signing Lauri Markkanen,https://www.cbssports.com/nba/news/how-keeping-lauri-markkanen-is-a-bet-on-a-plan-the-jazz-and-danny-ainge-havent-revealed-yet/,2024-08-07T15:58:00Z
Danny Ainge,Lack of Interest in Jordan Clarkson?,Is the reported lack of interest in Jordan Clarkson real or a result of Danny Ainge's shrewdness?,https://www.givemesport.com/jordan-clarkson-utah-jazz-trade-rumors-no-offers/,2024-07-25T17:26:48Z
Danny Ainge,Knicks News: Danny Ainge Ends NY’s Walker Kessler Pursuit as Jazz Trade Reluctance Extends Beyond Ex-MIP,"Following the latest update on the Lauri Markkanen trade, Danny Ainge carried out a similar reaction to Knicks' attempt to grab Walker Kessler",https://www.essentiallysports.com/nba-active-basketball-news-knicks-news-danny-ainge-ends-nys-walker-kessler-pursuit-as-jazz-trade-reluctance-extends-beyond-ex-mip/,2024-07-09T04:59:22Z
Danny Ainge,Celtics’ Brad Stevens named NBA Executive of the Year,The last Celtics executive to win the award was Danny Ainge in 2007-08.,https://www.bostonglobe.com/2024/04/30/sports/brad-stevens-nba-executive-award/,2024-04-30T04:00:00Z
Danny Ainge,Brad Stevens reveals lesson from Danny Ainge that stuck with him,Brad Stevens and Danny Ainge worked together for eight seasons. Stevens said there was one thing he took from Ainge more than anything else.,https://www.boston.com/sports/boston-celtics/2024/02/22/brad-stevens-reveals-lesson-from-danny-ainge-that-stuck-with-him-more-than-anything-else/,2024-02-22T21:57:19Z
Danny Ainge,Wyc Grousbeck explains how Brad Stevens ended up replacing Danny Ainge in the Celtics’ front office,"Ainge stepped away from his role as president of basketball operations in 2021, and Stevens left the bench to become his replacement.",https://www.bostonglobe.com/2024/01/02/sports/wyc-grousbeck-explains-how-brad-stevens-ended-up-replacing-danny-ainge-celtics-front-office/,2024-01-02T05:00:00Z
Danny Ainge,Celtics ready to test their championship drive in pursuit of an NBA title,This is the franchise’s most significant year since Danny Ainge spent his summer of 2007 acquiring Kevin Garnett and Ray Allen to join Paul Pierce.,https://www.bostonglobe.com/2023/10/24/sports/amid-an-offseason-roster-upheaval-celtics-truly-appear-be-championship-driven-banner-no-18/,2023-10-24T04:00:00Z
Danny Ainge,Celtics almost traded Tatum pick to the Bulls for Jimmy Butler,Danny Ainge wanted Jimmy Butler to play for the Celtics. He recalls attempting to swing a deal with the Chicago Bulls.,https://www.boston.com/sports/boston-celtics/2023/08/15/danny-ainge-failed-immy-butler-trade-jayson-tatum-jaylen-brown/,2023-08-15T21:40:53Z
Danny Ainge,Danny Ainge has some thoughts on the Celtics' playoff run,The team's former president of basketball ops defended coach Joe Mazzulla's leadership and said Brad Stevens will figure out what went wrong.,https://www.bostonglobe.com/2023/06/02/sports/danny-ainge-celtics-dan-shaughnessy/,2023-06-02T04:00:00Z
Danny Ainge,Danny Ainge nearly traded the picks that became Jayson Tatum and Jaylen Brown for Jimmy Butler,"Danny Ainge cleared up a myth about the Celtics' trade talks for Anthony Davis, but revealed they early traded their valuable picks for another star player. Read more on Boston.com.",https://www.boston.com/sports/boston-celtics/2023/02/18/danny-ainge-celtics-jayson-tatum-jaylen-brown-jimmy-butler-anthony-davis-trade-story/,2023-02-18T18:08:18Z
Danny Ainge,How keeping Lauri Markkanen is a bet on a plan the Jazz and Danny Ainge haven't revealed yet,The Jazz chose certainty over risk in re-signing Lauri Markkanen,https://www.cbssports.com/nba/news/how-keeping-lauri-markkanen-is-a-bet-on-a-plan-the-jazz-and-danny-ainge-havent-revealed-yet/,2024-08-07T15:58:00Z
Danny Ainge,Lack of Interest in Jordan Clarkson?,Is the reported lack of interest in Jordan Clarkson real or a result of Danny Ainge's shrewdness?,https://www.givemesport.com/jordan-clarkson-utah-jazz-trade-rumors-no-offers/,2024-07-25T17:26:48Z
Danny Ainge,Knicks News: Danny Ainge Ends NY’s Walker Kessler Pursuit as Jazz Trade Reluctance Extends Beyond Ex-MIP,"Following the latest update on the Lauri Markkanen trade, Danny Ainge carried out a similar reaction to Knicks' attempt to grab Walker Kessler",https://www.essentiallysports.com/nba-active-basketball-news-knicks-news-danny-ainge-ends-nys-walker-kessler-pursuit-as-jazz-trade-reluctance-extends-beyond-ex-mip/,2024-07-09T04:59:22Z
Danny Ainge,Celtics’ Brad Stevens named NBA Executive of the Year,The last Celtics executive to win the award was Danny Ainge in 2007-08.,https://www.bostonglobe.com/2024/04/30/sports/brad-stevens-nba-executive-award/,2024-04-30T04:00:00Z
Danny Ainge,Brad Stevens reveals lesson from Danny Ainge that stuck with him,Brad Stevens and Danny Ainge worked together for eight seasons. Stevens said there was one thing he took from Ainge more than anything else.,https://www.boston.com/sports/boston-celtics/2024/02/22/brad-stevens-reveals-lesson-from-danny-ainge-that-stuck-with-him-more-than-anything-else/,2024-02-22T21:57:19Z
Danny Ainge,Wyc Grousbeck explains how Brad Stevens ended up replacing Danny Ainge in the Celtics’ front office,"Ainge stepped away from his role as president of basketball operations in 2021, and Stevens left the bench to become his replacement.",https://www.bostonglobe.com/2024/01/02/sports/wyc-grousbeck-explains-how-brad-stevens-ended-up-replacing-danny-ainge-celtics-front-office/,2024-01-02T05:00:00Z
Danny Ainge,Celtics ready to test their championship drive in pursuit of an NBA title,This is the franchise’s most significant year since Danny Ainge spent his summer of 2007 acquiring Kevin Garnett and Ray Allen to join Paul Pierce.,https://www.bostonglobe.com/2023/10/24/sports/amid-an-offseason-roster-upheaval-celtics-truly-appear-be-championship-driven-banner-no-18/,2023-10-24T04:00:00Z
Danny Ainge,Celtics almost traded Tatum pick to the Bulls for Jimmy Butler,Danny Ainge wanted Jimmy Butler to play for the Celtics. He recalls attempting to swing a deal with the Chicago Bulls.,https://www.boston.com/sports/boston-celtics/2023/08/15/danny-ainge-failed-immy-butler-trade-jayson-tatum-jaylen-brown/,2023-08-15T21:40:53Z
Danny Ainge,Danny Ainge has some thoughts on the Celtics' playoff run,The team's former president of basketball ops defended coach Joe Mazzulla's leadership and said Brad Stevens will figure out what went wrong.,https://www.bostonglobe.com/2023/06/02/sports/danny-ainge-celtics-dan-shaughnessy/,2023-06-02T04:00:00Z
Danny Ainge,Danny Ainge nearly traded the picks that became Jayson Tatum and Jaylen Brown for Jimmy Butler,"Danny Ainge cleared up a myth about the Celtics' trade talks for Anthony Davis, but revealed they early traded their valuable picks for another star player. Read more on Boston.com.",https://www.boston.com/sports/boston-celtics/2023/02/18/danny-ainge-celtics-jayson-tatum-jaylen-brown-jimmy-butler-anthony-davis-trade-story/,2023-02-18T18:08:18Z
Ray Allen,"Using Ray Allen, Fox Veteran Claims Stephen Curry Didn’t Save Team USA Amid Olympics MVP Debate",Ray Allen's clutch shots have set a benchmark for a radio host and he refuses to believe that Stephen Curry pulled off a similar feat.,https://www.essentiallysports.com/nba-active-basketball-news-using-ray-allen-fox-veteran-claims-stephen-curry-didnt-save-team-usa-amid-olympics-mvp-debate/,2024-08-13T05:44:27Z
Ray Allen,Secret Behind Dan Hurley’s UConn Winning Back-to-Back Championships Revealed by Alum Ray Allen,Ray Allen is serving the most viral moment as a proud UConn alum who saw his team embody the winning culture.,https://www.essentiallysports.com/nba-legends-basketball-news-ncaa-college-basketball-news-secret-behind-dan-hurleys-uconn-winning-back-to-back-championships-revealed-by-alum-ray-allen/,2024-04-09T05:29:41Z
Ray Allen,Ten ASX stocks that would be hit hardest by a macro shock,"In what Ray Dalio says could be a year of seismic shifts, Plato’s David Allen is trying to protect his investors from shocks that can overshadow great stock-picking.",https://www.afr.com/chanticleer/how-this-fundie-is-preparing-for-a-year-of-potential-shocks-20240119-p5eyjf,2024-01-19T00:35:16Z
Ray Allen,"After sale of Allen’s Watters Creek Village last year, it’s taking on town square feel","Ray Washburne, The co-owner of Highland Park Village, purchased the shopping center on the southwest corner of West Bethany Road and North Central Expressway...",https://www.dallasnews.com/business/retail/2023/12/21/after-sale-of-watters-creek-village-in-allen-last-year-its-taking-on-town-square-feel/,2023-12-21T13:00:00Z
Ray Allen,"Frustrated by “Basketball Player” Tag, Ex-Nuggets Star Unveils Ray Allen’s Impact on Major Life Decision",Former Nuggets star unveils Ray Allen’s impact on one of his major life decision and the reason behind his major life decision.,https://www.essentiallysports.com/nba-legends-basketball-news-frustrated-by-basketball-player-tag-ex-nuggets-star-unveils-ray-allens-impact-on-major-life-decision/,2023-12-02T16:46:47Z
Ray Allen,Celtics ready to test their championship drive in pursuit of an NBA title,This is the franchise’s most significant year since Danny Ainge spent his summer of 2007 acquiring Kevin Garnett and Ray Allen to join Paul Pierce.,https://www.bostonglobe.com/2023/10/24/sports/amid-an-offseason-roster-upheaval-celtics-truly-appear-be-championship-driven-banner-no-18/,2023-10-24T04:00:00Z
Ray Allen,"""Clearly Didn't Skip Calf Day"": 11 Years After Being Rejected by the Celtics, Ray Allen's ""Art of Shooting"" Has Hoop Fans Taking Notes","Despite hating him for leaving the team, Celtics fans are in awe of Ray Allen's game-wining jump-shot skills a decade later.",https://www.essentiallysports.com/nba-legends-basketball-news-clearly-didnt-skip-calf-day-nba-legends-basketball-news-years-after-being-rejected-by-the-celtics-ray-allens-art-of-shooting-has-hoop-fans-taking-notes/,2023-09-11T16:30:45Z
Ray Allen,"“It’s Never Too Late”: 30 Years After Abandoning 1 Crucial Feat for NBA Career, 2x Champ Finally Tied the Loose End",NBA legend Ray Allen finally achieved the dream he had 30 years ago in May. The UConn alumnus showed the world that it's never too late.,https://www.essentiallysports.com/nba-legends-basketball-news-its-never-too-late-thirty-years-after-abandoning-one-crucial-feat-for-nba-career-two-x-champ-ray-allen-finally-tied-the-loose-end/,2023-09-05T13:30:15Z
Ray Allen,"Ray Allen's son to join Rhode Island basketball program as preferred walk-on, per report",Ray Allen III is set to begin his college career after playing for his father in high school,https://www.cbssports.com/college-basketball/news/ray-allens-son-to-join-rhode-island-basketball-program-as-preferred-walk-on-per-report/,2023-05-27T19:44:50Z
Ray Allen,Lakers' LeBron James gets disrespected by former teammate Ray Allen,"LeBron James is one of the greatest NBA players of all-time but the Lakers star still gets disrespected by fans, pundits and even former teammates.",https://lakeshowlife.com/2023/05/17/lakers-lebron-james-disrespected-ray-allen/,2023-05-17T18:00:15Z
Steve Novak,AC Milan considered offering record-breaking Grand Slam holder Novak Djokovic mental coach role - Paper Talk,Plus: Manchester City boss Pep Guardiola has challenged Real Madrid to make an offer for Erling Haaland if they really want him; Crystal Palace chairman Steve Parish has contemplated sacking Roy Hodgson after the record defeat against Brighton but is struggling to find a replacement,https://www.skysports.com/football/transfer-paper-talk/12709/13064486/ac-milan-considered-offering-record-breaking-grand-slam-holder-novak-djokovic-mental-coach-role-paper-talk,2024-02-04T23:41:00Z
Steve Novak,AC Milan considered offering record-breaking Grand Slam holder Novak Djokovic mental coach role - Paper Talk,Plus: Manchester City boss Pep Guardiola has challenged Real Madrid to make an offer for Erling Haaland if they really want him; Crystal Palace chairman Steve Parish has contemplated sacking Roy Hodgson after the record defeat against Brighton but is struggling to find a replacement,https://www.skysports.com/football/transfer-paper-talk/12709/13064486/papers-ac-milan-considered-djokovic-for-mental-coach-role,2024-02-04T23:41:00Z
Steve Novak,AC Milan considered offering record-breaking Grand Slam holder Novak Djokovic mental coach role - Paper Talk,Plus: Manchester City boss Pep Guardiola has challenged Real Madrid to make an offer for Erling Haaland if they really want him; Crystal Palace chairman Steve Parish has contemplated sacking Roy Hodgson after the record defeat against Brighton but is struggling to find a replacement,https://www.skysports.com/football/transfer-paper-talk/12709/13064486/crystal-palace-chairman-steve-parish-struggling-to-find-replacement-for-roy-hodgson-as-manager-paper-talk,2024-02-04T23:41:00Z
Steve Novak,Steve Smith Dismissed For Duck After David Warner's 'Novak Djokovic' Sledge,"During the Sydney derby of the BBL 2023-24, David Warner played some mind games with Steve Smith which led to his wicket.",https://cricketaddictor.com/cricket-news/bbl-2023-24-watch-steve-smith-dismissed-for-duck-after-david-warners-novak-djokovic-sledge/,2024-01-12T10:09:36Z
Steve Novak,Steve Smith out for duck after David Warner sledge,‘Can’t believe it’: Smith’s opening shocker as star out FIRST ball after Warner’s Novak sledge,https://www.foxsports.com.au/cricket/domestic-cricket/big-bash/bbl-2024-sydney-smash-sixers-vs-thunder-steve-smith-out-for-duck-after-david-warner-sledge/news-story/a5b51b1f2fa2e04d94b204430c60d524,2024-01-12T09:13:04Z
Steve Novak,WATCH: Novak Djokovic hails Steve Smith for his Tennis skills; video goes viral,Steve Smith played Tennis alongside Novak Djokovic in a charity game. Smith has been assigned with the role of opener for Australia in Test cricket.,https://crickettimes.com/2024/01/watch-novak-djokovic-hails-steve-smith-for-his-tennis-skills-video-goes-viral/,2024-01-12T07:39:53Z
Steve Novak,Steve Smith floors Novak Djokovic with moment of brilliance at charity tennis night with Nick Kyrgios,Smith nailed his moment when given the chance to prove cricket isn’t his only talent.,https://7news.com.au/sport/tennis/steve-smith-floors-novak-djokovic-with-moment-of-brilliance-at-charity-tennis-night-with-nick-kyrgios-c-13193410,2024-01-11T21:13:57Z
Steve Novak,Steve Smith wins point against Novak Djokovic as sporting worlds collide,Steve Smith moment that left Novak stunned,https://www.foxsports.com.au/tennis/australian-open/steve-smith-wins-point-against-novak-djokovic-as-sporting-worlds-collide/news-story/9b8aff5d1b32bff02b9c709aa1eeaca6,2024-01-11T20:30:08Z
Steve Novak,Novak Djokovic and Steve Smith feature in a friendly tennis match,Djokovic also changed his role and tried his hand at a game of cricket on the centre court.,https://www.firstpost.com/sports/tennis-news/watch-novak-djokovic-praises-steve-smiths-shot-in-a-friendly-tennis-match-13602902.html,2024-01-11T16:35:17Z
Steve Novak,Novak Djokovic Ditches Racket For Bat At Australian Open Against Steve Smith; The Internet Wants A Match With Kohli,Djokovic And Smith Turn Center Court Into Gully Cricket,https://in.mashable.com/culture/67342/novak-djokovic-ditches-racket-for-bat-at-australian-open-against-steve-smith-the-internet-wants-a-ma,2024-01-11T13:25:15Z
Juwan Howard,Juwan Howard will be 'important' for Jordi Fernandez as Nets rebuild,Brooklyn Nets coach Jordi Fernandez will lean on Juwan Howard as he enters his first season as an NBA head coach.,https://nypost.com/2024/06/18/sports/juwan-howard-will-be-important-for-jordi-fernandez-as-nets-rebuild/,2024-06-18T14:13:31Z
Juwan Howard,"Juwan Howard, former Michigan head coach, to join Brooklyn Nets staff as assistant coach, per report",Howard previously spent the last five years as the head coach at the University of Michigan,https://www.cbssports.com/nba/news/juwan-howard-former-michigan-head-coach-to-join-brooklyn-nets-staff-as-assistant-coach-per-report/,2024-04-26T22:08:51Z
Juwan Howard,What can Michigan’s Sherrone Moore and Dusty May learn from Jim Harbaugh and Juwan Howard?,Jim Harbaugh and Juwan Howard were two of the most famous people in any room they entered. How will Michigan change under its new coaches?,https://theathletic.com/5397781/2024/04/08/michigan-coaches-harbaugh-howard-moore-may/,2024-04-08T04:00:00Z
Juwan Howard,Michigan Basketball News: Wolverines Signing Season Replacement Head Coach For Juwan Howard,The Michigan Wolverines have hired Dusty May from Flordia Atlantic as their next head coach to replace Juwan Howard.,https://www.newsweek.com/michigan-basketball-news-wolverines-signing-season-replacement-head-coach-juwan-howard-1882873,2024-03-24T22:34:48Z
Juwan Howard,"Michigan, FAU's Dusty May Agree to 5-Year, $3.75M AAV Contract; Replaces Juwan Howard",The Michigan Wolverines have found Juwan Howard's replacement. The school announced Sunday that Florida Atlantic's Dusty May agreed to a five-year contract…,https://bleacherreport.com/articles/10114185-michigan-hires-faus-dusty-may-to-replace-juwan-howard-as-mens-cbb-hc,2024-03-24T05:41:59Z
Juwan Howard,Michigan hires Dusty May: FAU coach replaces Juwan Howard after leading Owls to Final Four in 2023,"May, the most sought-after name on the carousel this cycle, has agreed to become the coach of the Wolverines",https://www.cbssports.com/college-basketball/news/michigan-hires-dusty-may-fau-coach-replaces-juwan-howard-after-leading-owls-to-final-four-in-2023/,2024-03-24T04:35:00Z
Juwan Howard,Michigan Wolverines fire Juwan Howard after five seasons,"Michigan has fired coach Juwan Howard, who finished with an 82-67 record with the Wolverines, reaching some highs and lows.",https://sports.inquirer.net/557432/michigan-wolverines-fire-juwan-howard-after-five-seasons,2024-03-16T08:02:43Z
Juwan Howard,Former NBA stars Jerry Stackhouse and Juwan Howard fired,Both were fired this past week after five seasons in charge; Stackhouse at Vanderbilt and Howard at Michigan.,https://www.bostonglobe.com/2024/03/16/sports/jerry-stackhouse-juwan-howard-fired/,2024-03-16T04:00:00Z
Juwan Howard,"Michigan fires Juwan Howard, the former Fab Five star, after five seasons coaching men's basketball","Michigan has fired coach Juwan Howard after five seasons, parting ways with the former Fab Five star whose return to his alma mater included a Big Ten title and advancing in two NCAA Tournaments before closing with two straight disappointing seasons.",https://apnews.com/article/michigan-fires-juwan-howard-794bb4eabfe64f8bdc2931be576b765e,2024-03-15T22:14:47Z
Juwan Howard,"Michigan coaching candidates: Dusty May, Jamie Dixon, Brian Dutcher among options to replace Juwan Howard","Michigan has a strong candidate pool, which could include a former coach with ties to the Fab Five",https://www.cbssports.com/college-basketball/news/michigan-coaching-candidates-dusty-may-jamie-dixon-brian-dutcher-among-options-to-replace-juwan-howard/,2024-03-15T22:10:00Z
Jamie Benn,"High-flying Oilers, well-balanced Stars set for Western Conference final clash",DALLAS — Pete DeBoer met with his captain shortly after arriving in Texas. The message from the Dallas Stars head coach to Jamie Benn in June 2022 was clear. And the veteran forward was fully on board.,https://www.guelphtoday.com/national-sports/high-flying-oilers-well-balanced-stars-set-for-western-conference-final-clash-8791423,2024-05-23T01:17:51Z
Jamie Benn,"High-flying Oilers, well-balanced Stars set for Western Conference final clash",DALLAS — Pete DeBoer met with his captain shortly after arriving in Texas. The message from the Dallas Stars head coach to Jamie Benn in June 2022 was clear. And the veteran forward was fully on board.,https://www.bradfordtoday.ca/national-sports/high-flying-oilers-well-balanced-stars-set-for-western-conference-final-clash-8791423,2024-05-23T01:17:51Z
Jamie Benn,"High-flying Oilers, well-balanced Stars set for Western Conference final clash",DALLAS — Pete DeBoer met with his captain shortly after arriving in Texas. The message from the Dallas Stars head coach to Jamie Benn in June 2022 was clear. And the veteran forward was fully on board.,https://www.elliotlaketoday.com/national-sports/high-flying-oilers-well-balanced-stars-set-for-western-conference-final-clash-8791423,2024-05-23T01:17:51Z
Jamie Benn,"High-flying Oilers, well-balanced Stars set for Western Conference final clash",DALLAS — Pete DeBoer met with his captain shortly after arriving in Texas. The message from the Dallas Stars head coach to Jamie Benn in June 2022 was clear. And the veteran forward was fully on board.,https://www.vancouverisawesome.com/national-sports/high-flying-oilers-well-balanced-stars-set-for-western-conference-final-clash-8791609,2024-05-23T01:17:51Z
